id,name,price,amount,category_id,producer_id,seller_id
1022,"Product: Renee Tucker",917380,65,2,2,1022
1023,"Product: Darlene Perkins",616798,90,3,3,1023
1024,"Product: Diane Edwards",738407,91,4,4,1024
1025,"Product: Tammy Nolan PhD",201196,58,5,5,1025
1026,"Product: Joshua Moreno",112136,72,6,6,1026
1027,"Product: Angela Austin",154948,51,7,7,1027
1028,"Product: John Campbell",811440,53,8,8,1028
1029,"Product: Rebecca Jackson",277170,36,9,9,1029
1030,"Product: David Pena",967832,53,10,10,1030
1031,"Product: Brian Anderson",469223,98,11,11,1031
1032,"Product: Pamela Walters",291898,40,12,12,1032
1033,"Product: Scott Little",609007,45,13,13,1033
1034,"Product: Joseph Smith",995859,86,14,14,1034
1035,"Product: Kevin Gonzalez",874690,67,15,0,1035
1036,"Product: Nancy Hicks",20062,62,16,1,1036
1037,"Product: Tabitha King",879508,50,17,2,1037
1038,"Product: Susan Walls",346456,59,18,3,1038
1039,"Product: Sheila Clark",688577,81,19,4,1039
1040,"Product: Danielle Leach",380153,89,20,5,1040
1041,"Product: Jason Jensen",719125,62,21,6,1041
1042,"Product: Aaron Smith",930843,26,22,7,1042
1043,"Product: Tammy Waters",546370,64,23,8,1043
1044,"Product: Sharon Hale",355446,45,24,9,1044
1045,"Product: Shannon Owens",199163,64,25,10,1045
1046,"Product: Christopher Abbott",927682,89,26,11,1046
1047,"Product: Carly Morris",58639,95,27,12,1047
1048,"Product: Ronald Russell",228081,95,28,13,1048
1049,"Product: Wayne Davis",397548,51,29,14,1049
1050,"Product: Charles Simmons",586136,48,0,0,1050
1051,"Product: David Mcdonald",982784,30,1,1,1051
1052,"Product: Natasha Stone",120806,16,2,2,1052
1053,"Product: Mason Shaw",697205,84,3,3,1053
1054,"Product: Karen Burke",70190,45,4,4,1054
1055,"Product: Chad Hernandez",989844,7,5,5,1055
1056,"Product: Rebecca Davis",531195,11,6,6,1056
1057,"Product: Robert Jones",411387,68,7,7,1057
1058,"Product: Jill Gibbs",638431,29,8,8,1058
1059,"Product: Mark Snyder",295914,52,9,9,1059
1060,"Product: Denise Richardson",546225,86,10,10,1060
1061,"Product: Brian Edwards",682939,90,11,11,1061
1062,"Product: Christopher Koch",604238,61,12,12,1062
1063,"Product: Eric Patel",370797,98,13,13,1063
1064,"Product: Carl Adams",173748,54,14,14,1064
1065,"Product: Randall Smith",968203,63,15,0,1065
1066,"Product: David Jackson",335066,49,16,1,1066
1067,"Product: Kayla Macias",226605,94,17,2,1067
1068,"Product: Mary Williams",338981,23,18,3,1068
1069,"Product: Robert Wells",615783,15,19,4,1069
1070,"Product: George Moore",778656,16,20,5,1070
1071,"Product: Guy Ross",60453,66,21,6,1071
1072,"Product: Alexandra Morrison",13832,17,22,7,1072
1073,"Product: Joel Henry",380133,8,23,8,1073
1074,"Product: Willie Turner",116662,86,24,9,1074
1075,"Product: Sophia Smith",85945,60,25,10,1075
1076,"Product: Charles Mccullough",977849,55,26,11,1076
1077,"Product: Mary Graves",777482,90,27,12,1077
1078,"Product: Eric Gutierrez",685566,73,28,13,1078
1079,"Product: Kimberly Brewer",306176,31,29,14,1079
1080,"Product: Susan Burns",860541,20,0,0,1080
1081,"Product: Betty Morrison",550904,88,1,1,1081
1082,"Product: Jacob Jackson",186370,4,2,2,1082
1083,"Product: Diane Gamble",695594,84,3,3,1083
1084,"Product: Savannah Pham",445486,58,4,4,1084
1085,"Product: Angela Walker",241521,62,5,5,1085
1086,"Product: Kimberly Alexander",871097,53,6,6,1086
1087,"Product: Carlos Mathis MD",279825,52,7,7,1087
1088,"Product: Caleb Waters",25609,49,8,8,1088
1089,"Product: Lisa Smith",152726,84,9,9,1089
1090,"Product: Mike Petersen",974845,57,10,10,1090
1091,"Product: Brian Reid",171695,7,11,11,1091
1092,"Product: Nicholas Cruz",654893,25,12,12,1092
1093,"Product: Dr. Tyler Miller PhD",585767,27,13,13,1093
1094,"Product: Daniel Phelps",308995,85,14,14,1094
1095,"Product: Laura Rogers",54655,27,15,0,1095
1096,"Product: Daniel Ortiz",414075,28,16,1,1096
1097,"Product: Troy Murray",909611,16,17,2,1097
1098,"Product: Marcus Moore",65076,97,18,3,1098
1099,"Product: Ashley Moreno",253514,50,19,4,1099
1100,"Product: Gwendolyn Wong",146742,98,20,5,1100
1101,"Product: David Nelson",286827,27,21,6,1101
1102,"Product: Jason Thompson",886380,86,22,7,1102
1103,"Product: Caitlin Ward",584489,24,23,8,1103
1104,"Product: Jamie Parker MD",984713,1,24,9,1104
1105,"Product: Angela Gates",66092,66,25,10,1105
1106,"Product: Rachel Mcguire",974174,96,26,11,1106
1107,"Product: Amy Carpenter",124633,14,27,12,1107
1108,"Product: Karen Mullen",701369,42,28,13,1108
1109,"Product: Martha Branch",190972,99,29,14,1109
1110,"Product: Daniel Lang",622662,31,0,0,1110
1111,"Product: Ashley Sanchez",686339,85,1,1,1111
1112,"Product: Kyle Sullivan",675211,71,2,2,1112
1113,"Product: Kathy Blair",372836,15,3,3,1113
1114,"Product: Kimberly Johnson",559817,90,4,4,1114
1115,"Product: Samuel Mueller",378465,90,5,5,1115
1116,"Product: Mr. Scott Schneider",968980,16,6,6,1116
1117,"Product: Gary Ballard",205828,59,7,7,1117
1118,"Product: Patrick Green",326919,73,8,8,1118
1119,"Product: Eric White",503457,46,9,9,1119
1120,"Product: Ashley Ellison",406644,0,10,10,1120
1121,"Product: Scott Ross",935739,68,11,11,1121
1122,"Product: Julia Rivera",474617,12,12,12,1122
1123,"Product: Anthony Horn",648718,53,13,13,1123
1124,"Product: Stephanie Dominguez",283644,0,14,14,1124
1125,"Product: Gabriella Chapman",865273,13,15,0,1125
1126,"Product: Christopher Chang",81295,31,16,1,1126
1127,"Product: Elizabeth Combs",418980,82,17,2,1127
1128,"Product: Patrick Mills",900877,43,18,3,1128
1129,"Product: Anthony Tran",257514,8,19,4,1129
1130,"Product: Theresa Fields",160288,54,20,5,1130
1131,"Product: Carrie Bell",654315,15,21,6,1131
1132,"Product: Madeline Garcia",137088,9,22,7,1132
1133,"Product: Catherine West",543096,92,23,8,1133
1134,"Product: Spencer Oconnell",584472,23,24,9,1134
1135,"Product: Jennifer Williams",739585,13,25,10,1135
1136,"Product: Patrick Bowers",413257,6,26,11,1136
1137,"Product: Angela Collins",499048,91,27,12,1137
1138,"Product: Jeremiah Perez",803509,83,28,13,1138
1139,"Product: Tina Barnes",810472,57,29,14,1139
1140,"Product: James Tran",232619,70,0,0,1140
1141,"Product: Crystal Ray",874766,69,1,1,1141
1142,"Product: Harold Underwood",94043,79,2,2,1142
1143,"Product: Rachel Morgan",182120,95,3,3,1143
1144,"Product: Carlos Bullock",894100,11,4,4,1144
1145,"Product: Thomas Delgado",257000,38,5,5,1145
1146,"Product: Donald Martin",62877,56,6,6,1146
1147,"Product: Jennifer Johnson",235040,3,7,7,1147
1148,"Product: Hannah Villarreal",236705,67,8,8,1148
1149,"Product: Cole Wilson",679931,80,9,9,1149
1150,"Product: Nicolas Fleming",870606,29,10,10,1150
1151,"Product: Michael Peterson",63378,46,11,11,1151
1152,"Product: Jason Clark",850527,25,12,12,1152
1153,"Product: Joseph Barnett",730097,56,13,13,1153
1154,"Product: Jacob Jacobson",789835,43,14,14,1154
1155,"Product: Dr. Kirsten Singh",173525,85,15,0,1155
1156,"Product: Autumn Malone",919510,18,16,1,1156
1157,"Product: Amanda Vazquez",146725,49,17,2,1157
1158,"Product: Michelle Leach",979770,26,18,3,1158
1159,"Product: Noah Wilson",458373,97,19,4,1159
1160,"Product: Mr. Joshua Hull",210783,100,20,5,1160
1161,"Product: Katherine Burnett",765821,90,21,6,1161
1162,"Product: Ashley Andersen",951963,7,22,7,1162
1163,"Product: Eric Cox",940810,76,23,8,1163
1164,"Product: Michael Martin",774846,83,24,9,1164
1165,"Product: Jonathan Calderon",403704,15,25,10,1165
1166,"Product: Brian Chavez",974830,36,26,11,1166
1167,"Product: Carmen Elliott",320292,36,27,12,1167
1168,"Product: Jordan Ramsey",296119,92,28,13,1168
1169,"Product: Michael Frederick",392920,7,29,14,1169
1170,"Product: Ronald Smith",90626,36,0,0,1170
1171,"Product: Savannah Carter DVM",530336,87,1,1,1171
1172,"Product: Dr. Christina Spence",93509,86,2,2,1172
1173,"Product: Victor Fisher",192649,13,3,3,1173
1174,"Product: Ryan Miller",247015,26,4,4,1174
1175,"Product: Andrew Andersen",247667,44,5,5,1175
1176,"Product: Samuel Bradley",699659,79,6,6,1176
1177,"Product: Wayne Daniels",96442,87,7,7,1177
1178,"Product: Sheri Anderson",887279,75,8,8,1178
1179,"Product: Jeremy Reed",853522,97,9,9,1179
1180,"Product: Timothy Valenzuela",680945,69,10,10,1180
1181,"Product: Keith Carr",276310,29,11,11,1181
1182,"Product: Samantha Garcia",861326,17,12,12,1182
1183,"Product: Diana Mcmillan",868043,23,13,13,1183
1184,"Product: David Gray",690757,13,14,14,1184
1185,"Product: Leah Buck",419382,60,15,0,1185
1186,"Product: Kelly Stewart",946935,32,16,1,1186
1187,"Product: Erin Gould",428197,94,17,2,1187
1188,"Product: Christine Robertson",785589,63,18,3,1188
1189,"Product: Laura Powers",519257,54,19,4,1189
1190,"Product: Susan Martinez",365034,99,20,5,1190
1191,"Product: Zachary Gonzalez",447822,97,21,6,1191
1192,"Product: Noah Walker",218472,95,22,7,1192
1193,"Product: Jill Phillips",616923,57,23,8,1193
1194,"Product: Teresa Johnston",871245,91,24,9,1194
1195,"Product: Kimberly Huffman",319211,16,25,10,1195
1196,"Product: Brian Cohen",629638,1,26,11,1196
1197,"Product: Yvette Burke",964735,73,27,12,1197
1198,"Product: Kathleen Mason",778231,3,28,13,1198
1199,"Product: Joseph Oconnell",855397,13,29,14,1199
1200,"Product: Kevin Powell",446100,50,0,0,1200
1201,"Product: Crystal Sparks",668775,37,1,1,1201
1202,"Product: Robert Evans DVM",728596,96,2,2,1202
1203,"Product: Frank Wilson",258403,59,3,3,1203
1204,"Product: Margaret Rivers",796032,32,4,4,1204
1205,"Product: Stephanie Booth",286807,55,5,5,1205
1206,"Product: Michael Allison",126004,11,6,6,1206
1207,"Product: Thomas Hood DDS",84797,3,7,7,1207
1208,"Product: Chad Moreno",309982,14,8,8,1208
1209,"Product: Patrick York",793405,17,9,9,1209
1210,"Product: Elizabeth Galvan",840001,91,10,10,1210
1211,"Product: Jessica Snyder",826831,15,11,11,1211
1212,"Product: Darlene Horn",455000,14,12,12,1212
1213,"Product: Mark Moore",477535,23,13,13,1213
1214,"Product: Jenna Moore",884499,97,14,14,1214
1215,"Product: Jason Perkins",228062,14,15,0,1215
1216,"Product: Karen Daniels",554963,92,16,1,1216
1217,"Product: Eric Hinton",926721,62,17,2,1217
1218,"Product: Heather Moreno",769030,43,18,3,1218
1219,"Product: Nathan Henderson",708330,47,19,4,1219
1220,"Product: Lance Russell",565256,78,20,5,1220
1221,"Product: James Turner",591839,11,21,6,1221
1222,"Product: Jared Woodard",668246,77,22,7,1222
1223,"Product: Elizabeth Mcdaniel",69449,89,23,8,1223
1224,"Product: Shaun Walker",638242,47,24,9,1224
1225,"Product: Daniel Cox",580177,28,25,10,1225
1226,"Product: Kelly Wilson",104341,75,26,11,1226
1227,"Product: Hector Lewis",691823,71,27,12,1227
1228,"Product: Debbie King",482250,6,28,13,1228
1229,"Product: Thomas Brown",166351,18,29,14,1229
1230,"Product: Gary Gonzalez",27631,97,0,0,1230
1231,"Product: Gregory Sandoval",931135,0,1,1,1231
1232,"Product: Michael Miller",999151,26,2,2,1232
1233,"Product: Jack Nelson",529796,58,3,3,1233
1234,"Product: Michael Moore",207255,38,4,4,1234
1235,"Product: Chris Morton",214548,100,5,5,1235
1236,"Product: Robert Brown",359371,52,6,6,1236
1237,"Product: John Mann",102795,83,7,7,1237
1238,"Product: Michael Thompson Jr.",40666,35,8,8,1238
1239,"Product: Rebecca Watson",401352,31,9,9,1239
1240,"Product: Louis Yu",263584,18,10,10,1240
1241,"Product: Travis Bishop",449905,8,11,11,1241
1242,"Product: Heidi Arnold",944934,22,12,12,1242
1243,"Product: April Sherman",477645,21,13,13,1243
1244,"Product: Robert Medina",163085,30,14,14,1244
1245,"Product: Anne Lewis",506829,65,15,0,1245
1246,"Product: Michael West",810850,11,16,1,1246
1247,"Product: Shannon Mullen",233391,6,17,2,1247
1248,"Product: James Cobb",67065,71,18,3,1248
1249,"Product: Nathan Anderson",362682,84,19,4,1249
1250,"Product: Steven Lyons",148308,6,20,5,1250
1251,"Product: Mr. James Rivera",185116,19,21,6,1251
1252,"Product: Rodney Adams",160503,54,22,7,1252
1253,"Product: Mary Best",224704,54,23,8,1253
1254,"Product: Cindy Hernandez",356255,49,24,9,1254
1255,"Product: Richard Rubio",297775,33,25,10,1255
1256,"Product: Kenneth Smith",612211,28,26,11,1256
1257,"Product: Darlene Johnson",942647,69,27,12,1257
1258,"Product: Joshua Clark",491108,5,28,13,1258
1259,"Product: Travis Smith",587693,72,29,14,1259
1260,"Product: Tyler Wong",517805,67,0,0,1260
1261,"Product: Jessica Watkins",633271,22,1,1,1261
1262,"Product: Eric Phelps",385947,88,2,2,1262
1263,"Product: Kayla Smith",287731,30,3,3,1263
1264,"Product: Brianna Hale",559683,99,4,4,1264
1265,"Product: Stephanie Cervantes",874955,6,5,5,1265
1266,"Product: Mark Reynolds",464466,80,6,6,1266
1267,"Product: Jordan Hill",364897,63,7,7,1267
1268,"Product: Derrick Taylor",779564,29,8,8,1268
1269,"Product: David Orr",12656,98,9,9,1269
1270,"Product: Mikayla Moore",469885,17,10,10,1270
1271,"Product: Mark Taylor",176629,35,11,11,1271
1272,"Product: Mrs. Karen Martinez",794940,57,12,12,1272
1273,"Product: Yesenia Baldwin",84139,2,13,13,1273
1274,"Product: Jack Guzman DDS",743315,17,14,14,1274
1275,"Product: Valerie Malone",384931,76,15,0,1275
1276,"Product: Jonathan Phillips DDS",409241,47,16,1,1276
1277,"Product: Michaela Crawford",469250,43,17,2,1277
1278,"Product: Mary Hayes",382473,56,18,3,1278
1279,"Product: Jonathan Santos",336383,63,19,4,1279
1280,"Product: Erin Garcia",61260,79,20,5,1280
1281,"Product: Jacob Christian",677001,66,21,6,1281
1282,"Product: Melissa Brown",804625,69,22,7,1282
1283,"Product: Michelle Curtis",385492,39,23,8,1283
1284,"Product: Bradley Johnson",834005,10,24,9,1284
1285,"Product: Fernando Roberts",244182,69,25,10,1285
1286,"Product: Erica Henry",914670,84,26,11,1286
1287,"Product: Michael Nelson",660379,86,27,12,1287
1288,"Product: Michelle Shaw",553970,90,28,13,1288
1289,"Product: Warren Fields",729797,71,29,14,1289
1290,"Product: Kelly Garcia",407867,97,0,0,1290
1291,"Product: Courtney Pacheco",83241,90,1,1,1291
1292,"Product: Martha Lee",198350,61,2,2,1292
1293,"Product: Arthur Christian",938297,46,3,3,1293
1294,"Product: Daniel Perez",670888,62,4,4,1294
1295,"Product: Cynthia Kennedy",222257,41,5,5,1295
1296,"Product: Maria Webb",905210,100,6,6,1296
1297,"Product: Mrs. Alexis Mcdonald",488239,62,7,7,1297
1298,"Product: Daniel Haynes",927774,13,8,8,1298
1299,"Product: Katelyn Miller",65211,35,9,9,1299
1300,"Product: Priscilla Blake",630072,44,10,10,1300
1301,"Product: Ronald Padilla",336120,21,11,11,1301
1302,"Product: Krista Carter",937134,95,12,12,1302
1303,"Product: Randy Williams",25248,22,13,13,1303
1304,"Product: Amy Sexton",394363,90,14,14,1304
1305,"Product: David Ramirez",417025,51,15,0,1305
1306,"Product: Andrea Andersen",366741,77,16,1,1306
1307,"Product: Justin Castillo",544290,59,17,2,1307
1308,"Product: Justin Sanders",833927,21,18,3,1308
1309,"Product: Tammy Proctor",13204,21,19,4,1309
1310,"Product: Melissa Walker",629729,50,20,5,1310
1311,"Product: Kristin Gray",862961,5,21,6,1311
1312,"Product: Timothy Cowan",938039,35,22,7,1312
1313,"Product: Karen Lawrence",971901,70,23,8,1313
1314,"Product: Michelle Reed",992445,33,24,9,1314
1315,"Product: Autumn Guerrero",518514,100,25,10,1315
1316,"Product: Steven Mcconnell",201620,90,26,11,1316
1317,"Product: Nichole Gonzalez",843962,2,27,12,1317
1318,"Product: Kim Jones DDS",713733,86,28,13,1318
1319,"Product: Christopher Olson",431055,4,29,14,1319
1320,"Product: Natasha Jones",918428,63,0,0,1320
1321,"Product: Melanie Olson",456683,67,1,1,1321
1322,"Product: Jasmine Burke",745378,33,2,2,1322
1323,"Product: Lucas Carter",370009,67,3,3,1323
1324,"Product: Zachary Bryant",256908,42,4,4,1324
1325,"Product: Hector Good",392315,47,5,5,1325
1326,"Product: William Bond",572250,39,6,6,1326
1327,"Product: Benjamin Nelson",517746,55,7,7,1327
1328,"Product: Christopher Buck",958547,97,8,8,1328
1329,"Product: Kathy Brooks",445973,87,9,9,1329
1330,"Product: Austin Terry",437653,28,10,10,1330
1331,"Product: Renee Brown",233482,33,11,11,1331
1332,"Product: Emma Ward",151065,82,12,12,1332
1333,"Product: Laurie Davis",494086,66,13,13,1333
1334,"Product: Tyler Dawson",239701,69,14,14,1334
1335,"Product: Joshua Cowan",845385,29,15,0,1335
1336,"Product: Katie Rodriguez",595267,41,16,1,1336
1337,"Product: Christine Allen",854139,75,17,2,1337
1338,"Product: Kevin Wood",155663,63,18,3,1338
1339,"Product: Tracey Sanchez",452298,45,19,4,1339
1340,"Product: Jessica Foster",223769,29,20,5,1340
1341,"Product: Andrea Myers",336390,70,21,6,1341
1342,"Product: Casey Anderson",903033,70,22,7,1342
1343,"Product: Matthew Jones",725604,64,23,8,1343
1344,"Product: James Davis",580731,54,24,9,1344
1345,"Product: Robin Brown",516076,98,25,10,1345
1346,"Product: Veronica Smith",748928,46,26,11,1346
1347,"Product: Adam Stevens",527755,89,27,12,1347
1348,"Product: Jared Ellis",931594,88,28,13,1348
1349,"Product: Adam Simmons",730258,81,29,14,1349
1350,"Product: Ryan Kim",123593,62,0,0,1350
1351,"Product: Kelly Smith",807086,70,1,1,1351
1352,"Product: Aaron Shannon",675503,3,2,2,1352
1353,"Product: James Lopez",277164,68,3,3,1353
1354,"Product: Mark Carney",98137,89,4,4,1354
1355,"Product: Elizabeth Nguyen",820236,41,5,5,1355
1356,"Product: John Alexander",513618,6,6,6,1356
1357,"Product: Mark Keller",837933,24,7,7,1357
1358,"Product: Connor Day DDS",420905,86,8,8,1358
1359,"Product: Shawn Oliver",437480,65,9,9,1359
1360,"Product: Mark Phillips",488982,59,10,10,1360
1361,"Product: Collin Jordan",184593,9,11,11,1361
1362,"Product: Daniel Martin",412996,8,12,12,1362
1363,"Product: Jennifer Mejia",169696,62,13,13,1363
1364,"Product: Kristine Bates",173922,53,14,14,1364
1365,"Product: Craig Ware",384052,74,15,0,1365
1366,"Product: Julie Carrillo",801604,55,16,1,1366
1367,"Product: Caleb Cooper",881209,95,17,2,1367
1368,"Product: Ryan Hayes",516734,41,18,3,1368
1369,"Product: David Jackson",91617,19,19,4,1369
1370,"Product: Frank Torres",772854,10,20,5,1370
1371,"Product: Lisa Martin",401437,71,21,6,1371
1372,"Product: Angela Hardy",527628,31,22,7,1372
1373,"Product: Rodney Wilson",400816,52,23,8,1373
1374,"Product: Dustin Solis",290598,83,24,9,1374
1375,"Product: Regina Richards",966486,60,25,10,1375
1376,"Product: Sean Steele",316154,79,26,11,1376
1377,"Product: Michelle Johnson",719540,18,27,12,1377
1378,"Product: Erica Gordon",689991,84,28,13,1378
1379,"Product: Ruth Chen",375525,8,29,14,1379
1380,"Product: Zachary Palmer",693745,29,0,0,1380
1381,"Product: Anthony Wood",306701,90,1,1,1381
1382,"Product: Joshua Perez",513783,22,2,2,1382
1383,"Product: Leslie Frazier MD",447945,99,3,3,1383
1384,"Product: Maxwell Hill",613834,2,4,4,1384
1385,"Product: Dakota Henderson",803324,39,5,5,1385
1386,"Product: Andrea Adams",779287,81,6,6,1386
1387,"Product: Julie Wright",717992,43,7,7,1387
1388,"Product: James Palmer",406913,58,8,8,1388
1389,"Product: Darryl Lopez",949673,75,9,9,1389
1390,"Product: Terry Jenkins",662385,14,10,10,1390
1391,"Product: Justin Curtis",520074,62,11,11,1391
1392,"Product: Stacy Turner",827462,63,12,12,1392
1393,"Product: Douglas Taylor",162984,26,13,13,1393
1394,"Product: John Mckee",160788,99,14,14,1394
1395,"Product: Diane Leach",568090,79,15,0,1395
1396,"Product: Tammy Davis",531202,87,16,1,1396
1397,"Product: Jennifer Young",11425,87,17,2,1397
1398,"Product: Valerie Cook",35581,99,18,3,1398
1399,"Product: Miss Erika Duke",324136,57,19,4,1399
1400,"Product: Sharon Williams",340676,72,20,5,1400
1401,"Product: Nicholas Fisher",150302,91,21,6,1401
1402,"Product: Nicholas King",975694,69,22,7,1402
1403,"Product: Victoria Schultz",894941,1,23,8,1403
1404,"Product: Amanda Durham",647568,6,24,9,1404
1405,"Product: Dennis Munoz",479119,16,25,10,1405
1406,"Product: Anna Stark",96675,46,26,11,1406
1407,"Product: Todd Castillo",40476,4,27,12,1407
1408,"Product: Cassidy Moore",402228,62,28,13,1408
1409,"Product: Shawn Fleming",371800,67,29,14,1409
1410,"Product: Shawn Alvarez",106800,71,0,0,1410
1411,"Product: Joshua Warren",14458,78,1,1,1411
1412,"Product: Christopher Day",139829,38,2,2,1412
1413,"Product: Rachel Mullen",364901,20,3,3,1413
1414,"Product: Victor Roberts",889952,16,4,4,1414
1415,"Product: Jordan Shannon",126939,92,5,5,1415
1416,"Product: Monica Cunningham",96243,54,6,6,1416
1417,"Product: Ryan Johnson",10635,18,7,7,1417
1418,"Product: Timothy Browning",646230,39,8,8,1418
1419,"Product: Justin Briggs",616233,78,9,9,1419
1420,"Product: Heather Jackson",439297,56,10,10,1420
1421,"Product: Nancy Lucas",606703,96,11,11,1421
1422,"Product: Ryan Hughes",494150,17,12,12,1422
1423,"Product: Elijah Gordon",879331,47,13,13,1423
1424,"Product: Steven Davis",898597,33,14,14,1424
1425,"Product: Jesse Mckay",425137,96,15,0,1425
1426,"Product: Anthony Thompson",58486,6,16,1,1426
1427,"Product: Troy Brown",493753,24,17,2,1427
1428,"Product: Paige Jones",613664,83,18,3,1428
1429,"Product: Michelle Woods",905633,85,19,4,1429
1430,"Product: Amanda Baldwin",361470,12,20,5,1430
1431,"Product: Alexis Perez",669913,41,21,6,1431
1432,"Product: Victoria Mayo",637227,91,22,7,1432
1433,"Product: Shannon Campbell",609098,80,23,8,1433
1434,"Product: Paige Nichols",317708,6,24,9,1434
1435,"Product: Kevin Collier",898791,1,25,10,1435
1436,"Product: Mark Silva",672853,66,26,11,1436
1437,"Product: Anthony Long",142809,84,27,12,1437
1438,"Product: Christopher Peters",160494,39,28,13,1438
1439,"Product: Andrew Love",690494,57,29,14,1439
1440,"Product: Joe Palmer",783318,5,0,0,1440
1441,"Product: Lucas Moore",184054,43,1,1,1441
1442,"Product: Carolyn Lee",343550,34,2,2,1442
1443,"Product: Shane Mendoza",38096,26,3,3,1443
1444,"Product: Donald Nichols",986040,51,4,4,1444
1445,"Product: John Miller",131512,15,5,5,1445
1446,"Product: Jennifer Cruz",952649,42,6,6,1446
1447,"Product: Kaitlyn Williamson",571803,75,7,7,1447
1448,"Product: Roger Conway",455229,69,8,8,1448
1449,"Product: Lori Nolan",303827,64,9,9,1449
1450,"Product: Dr. Christian Fuentes",312862,67,10,10,1450
1451,"Product: Robert Rivas",540943,0,11,11,1451
1452,"Product: Sara Murphy",575184,23,12,12,1452
1453,"Product: Jeremiah Mccoy",515494,75,13,13,1453
1454,"Product: Andrew Wright",398320,44,14,14,1454
1455,"Product: Nancy Summers",177924,22,15,0,1455
1456,"Product: Andrea Santos",680659,66,16,1,1456
1457,"Product: Kelly Robinson",164226,22,17,2,1457
1458,"Product: Christina Guerra",20600,11,18,3,1458
1459,"Product: Jennifer Bray",683048,61,19,4,1459
1460,"Product: Alexander Cabrera",451284,91,20,5,1460
1461,"Product: Michael Jenkins",741806,58,21,6,1461
1462,"Product: Anna Perry",691851,67,22,7,1462
1463,"Product: Dustin Vazquez",744090,100,23,8,1463
1464,"Product: Mrs. Holly Green",26492,45,24,9,1464
1465,"Product: Robert Smith",957739,23,25,10,1465
1466,"Product: Tonya Zuniga",936700,25,26,11,1466
1467,"Product: John Murray",436145,5,27,12,1467
1468,"Product: Caleb Lopez",562985,94,28,13,1468
1469,"Product: Matthew Jenkins",250365,58,29,14,1469
1470,"Product: Tiffany Jennings",480626,31,0,0,1470
1471,"Product: Mallory Moore",378414,18,1,1,1471
1472,"Product: Lauren Sawyer",414435,47,2,2,1472
1473,"Product: Kathryn Obrien",715663,81,3,3,1473
1474,"Product: Isabella Page",998634,26,4,4,1474
1475,"Product: Wanda Burns",944794,42,5,5,1475
1476,"Product: Victor Wood",343988,69,6,6,1476
1477,"Product: Ricardo Wolf",268879,44,7,7,1477
1478,"Product: Christy Fernandez",818979,24,8,8,1478
1479,"Product: Brittany Steele",455503,41,9,9,1479
1480,"Product: Chad Fisher",303382,20,10,10,1480
1481,"Product: Annette Bradford",69933,96,11,11,1481
1482,"Product: Ian Smith",957166,15,12,12,1482
1483,"Product: Elizabeth Hancock DDS",180869,97,13,13,1483
1484,"Product: Melissa Cannon",200000,88,14,14,1484
1485,"Product: Lauren Miller",285838,48,15,0,1485
1486,"Product: Bryce Hardy",437845,36,16,1,1486
1487,"Product: Michelle Bradshaw",343142,21,17,2,1487
1488,"Product: Amy Alvarado",198711,64,18,3,1488
1489,"Product: Lori Jackson",54733,62,19,4,1489
1490,"Product: Carlos Henderson",532176,17,20,5,1490
1491,"Product: Michael Williams",329665,60,21,6,1491
1492,"Product: Arthur Jennings",607963,90,22,7,1492
1493,"Product: David Rogers",197069,83,23,8,1493
1494,"Product: Amanda Luna",669545,6,24,9,1494
1495,"Product: Riley Coleman",247761,25,25,10,1495
1496,"Product: Terry Castillo",676736,22,26,11,1496
1497,"Product: Michael Salinas",49860,13,27,12,1497
1498,"Product: Brandon Grant",539979,29,28,13,1498
1499,"Product: Cathy King",581409,3,29,14,1499
1500,"Product: Lindsay Lopez",179093,14,0,0,1500
1501,"Product: Natasha George",24950,9,1,1,1501
1502,"Product: Colin Charles",424344,89,2,2,1502
1503,"Product: Andrea Hansen",672444,79,3,3,1503
1504,"Product: Daniel Leon",613006,25,4,4,1504
1505,"Product: Lisa Anderson",928276,1,5,5,1505
1506,"Product: Eric Jacobs",53101,44,6,6,1506
1507,"Product: Paula Freeman",284419,60,7,7,1507
1508,"Product: James Spears",998075,83,8,8,1508
1509,"Product: Jennifer Brooks",767873,78,9,9,1509
1510,"Product: Scott Floyd",878247,74,10,10,1510
1511,"Product: Amy Harris",650063,84,11,11,1511
1512,"Product: Reginald Miller",463311,18,12,12,1512
1513,"Product: Rebecca Richards",663886,78,13,13,1513
1514,"Product: David Martin",419179,85,14,14,1514
1515,"Product: Patricia Coleman",786145,29,15,0,1515
1516,"Product: Karen Cochran",728872,73,16,1,1516
1517,"Product: Patrick Wolfe",926855,44,17,2,1517
1518,"Product: Victoria Jones",630488,18,18,3,1518
1519,"Product: Jennifer Walker",785364,61,19,4,1519
1520,"Product: Rebecca Gilbert",796259,73,20,5,1520
1521,"Product: Samantha Hogan",399507,28,21,6,1521
1522,"Product: Stacey Castaneda",18167,87,22,7,1522
1523,"Product: James Thompson",878777,3,23,8,1523
1524,"Product: Brenda Leblanc",868771,54,24,9,1524
1525,"Product: James Hawkins",182886,33,25,10,1525
1526,"Product: David Estrada",916496,30,26,11,1526
1527,"Product: Mary Esparza",729441,21,27,12,1527
1528,"Product: Christopher Taylor",877928,8,28,13,1528
1529,"Product: Natalie Martinez",609432,44,29,14,1529
1530,"Product: Philip Ortiz",973888,71,0,0,1530
1531,"Product: Aaron Bass",153386,1,1,1,1531
